序号,公司名称,注册资金,法定代表人,成立时间,经营状态,电话,邮箱,详细地址,统一社会信用代码,纳税人识别号,注册号,组织机构代码,公司类型,所属行业,所属地区,成立时间,曾经用名,企业类型,股东,历史股东,补充电话,备注
四川省科源工程技术测试中心,四川省科源工程技术测试中心,1000万人民币,王志成,2772-79-25,存续,028-61509600,77408403@qq.com,成都市青羊区敬业路229号5栋1单元,91510000742277922N,91510000742277922N,510000000081755,742277922,全民所有制,专业技术服务业,四川省工商行政管理局,2772-79-25,,全民所有制,四川省煤田地质局,,,,2002-09-27,
温州广电全媒体广告有限公司,温州广电全媒体广告有限公司,200万人民币,章迅挺,2705-02-75,存续,88922307,暂无信息,浙江省温州市鹿城区南汇街道新城大道39号19楼,91330300MA29A15D45,91330300MA29A15D45,-,MA29A15D4,有限责任公司（非自然人投资或控股的法人独资）,商务服务业,温州市市场监督管理局,2705-02-75,,有限责任公司（非自然人投资或控股的法人独资）,温州广播电视传媒集团（温州市广播电视总台）,,,,2017-12-07,
西安飞机工业装饰装修工程股份有限公司,西安飞机工业装饰装修工程股份有限公司,10598万人民币,周伟,0995-02-26,在业,029-86883816,xfhyjc@163.com,,91610000709900284E,91610000709900284E,610000100162775,709900284,股份有限公司(非上市),建筑装饰和其他建筑业,陕西省工商行政管理局,0995-02-26,,股份有限公司(非上市),西安飞机工业集团有限责任公司,,,,1997-12-28,
中国移动通信集团浙江有限公司温州分公司,中国移动通信集团浙江有限公司温州分公司,-,夏正枢,0999-07-22,存续,0577-56726169,10086@chinamobile.com.cn,浙江省温州市鹿城区杨府山中央商务区19-4号地块,913300007176124930,913300007176124930,330000500004248,717612493,有限责任公司分公司(外商投资企业法人独资),电信、广播电视和卫星传输服务,浙江省工商行政管理局,0999-07-22,,有限责任公司分公司(外商投资企业法人独资),,,,,1999-10-22,
中茵电力科技（苏州）有限公司,中茵电力科技（苏州）有限公司,5010万人民币,燕立超,2700-72-24,存续,0512-69598830,暂无信息,,91320507569199819F,91320507569199819F,320503000092464,569199819,有限责任公司(自然人投资或控股),研究和试验发展,苏州市相城区市场监督管理局,2700-72-24,,有限责任公司(自然人投资或控股),燕立超,,,,2011-02-24,
重庆港深汇房地产代理有限公司,重庆港深汇房地产代理有限公司,50万人民币,庄泽宝,2706-71-28,存续,暂无信息,暂无信息,重庆市正阳工业园区标准化二期厂房3号楼5楼504,91500114MA5YYR6391,91500114MA5YYR6391,-,MA5YYR639,有限责任公司(法人独资),房地产业,重庆市工商行政管理局黔江区分局,2706-71-28,,有限责任公司(法人独资),中原（中国）房地产代理有限公司,,,,2018-06-25,
（Estudio）上海惠坊装饰工程有限公司,
《中国经营报》社,《中国经营报》社,,,,,暂无信息,暂无信息,北京市海淀区玉泉山路23号院北区7号楼,中国社会科学院工业经济研究所,北京市海淀区玉泉山路23号院北区7号楼,-,12100000400006866E,事业、经营、附属单位上缴收入,-,,,,事业、经营、附属单位上缴收入,,,,,-,
AAI国际建筑师事务所,
CCD香港郑中设计事务所有限公司深圳市亚泰国际建设股份有限公司（联合体）,
Charis Investment Holdings Pte Ltd,润和投资控股私人有限公司（Charis Investment Holdings PTE.LTD）,,,,,暂无信息,暂无信息,,,,,,,,,,,,,,,,-,
CHARIS JNVESTMENT HOLDINGS PTE LTD,
Cox Architecture Pty Ltd,
Exceptional Assets Limited,EXCEPTIONAL ASSETS LIMITED,,,,,暂无信息,暂无信息,,,,,,,,,,,,,,,,-,
LAB Architecture Studio Pty Ltd 中国注册：上海尚墨建筑设计工程有限公司,
New Hope International (Hong Kong) Ltd,
Q2解决方案私人有限公司,
sichuan广西众海文化传播公司errordata,
TCL-罗格朗国际电工（惠州）有限公司成都办事处,
TCL照明电器（武汉）有限公司,TCL照明电器（武汉）有限公司,7000万人民币,史万文,2779-73-25,存续,0752-2618481,wangjian05@tcl.com,武汉市东西湖区吴家山五环路特9号（10）,91420112685425123T,91420112685425123T,420112400001330,685425123,有限责任公司（自然人投资或控股的法人独资）,电气机械和器材制造业,武汉市东西湖区工商行政管理局,2779-73-25,,有限责任公司（自然人投资或控股的法人独资）,惠州TCL照明电器有限公司,,,,2009-03-27,
Wilson & Associates LLC,威尔信（汕头保税区）动力设备有限公司,5000万人民币,刘兴华,2770-75-02,存续,83581111,genset@fgwilson.com.cn,,914405007292277796,914405007292277796,440500400013320,729227779,有限责任公司(台港澳法人独资),批发业,汕头市工商行政管理局,2770-75-02,,有限责任公司(台港澳法人独资),亚太电气有限公司,,,,2001-07-12,
阿里斯顿热能产品（中国）有限公司,阿里斯顿热能产品（中国）有限公司,1925万美元,ALBE WALTER,0998-02-22,存续,0510-68899777,lei.lu@cn.aristonthermo.com,,91320213607918141A,91320213607918141A,320200400006682,607918141,有限责任公司(外国法人独资),电气机械和器材制造业,无锡市新吴区市场监督管理局,0998-02-22,,有限责任公司(外国法人独资),阿里斯顿热能国际有限公司（ARISTON THERMO INTERNATIONAL S.R.L）,,,,1995-12-22,
阿特金斯顾问（深圳）有限公司上海分公司,阿特金斯顾问（深圳）有限公司上海分公司,-,朱晓丰,2772-75-37,存续,021-60802100,info.cn@atkinsglobal.com,上海市黄浦区南京西路388号22层2204-2210室,91310000741627062P,91310000741627062P,310000500104910,741627062,分公司,商务服务业,上海市工商行政管理局,2772-75-37,,分公司,,阿特金斯顾问（深圳）有限公司,,,2002-07-30,
艾欧史密斯（中国）热水器有限公司,艾欧史密斯（中国）热水器有限公司,4740万美元,JOHN J.KITA,0998-07-24,存续,025-8580100,jingchao@hotwater.com.cn,南京经济技术开发区尧新大道336号,91320100608935031K,91320100608935031K,320100400007605,608935031,有限责任公司(外国法人独资),电气机械和器材制造业,南京市工商行政管理局,0998-07-24,,有限责任公司(外国法人独资),艾欧史密斯（中国）投资有限公司,,,,1995-10-24,
艾奕康设计与咨询（深圳）有限公司上海分公司,艾奕康设计与咨询（深圳）有限公司上海分公司,-,鞠珩,2776-74-08,存续,021-61577888,amanda.li@aecom.com,上海市杨浦区政立路500号901-904室，906室，1001-1004室，1006室，1102室,9131000067455566X1,9131000067455566X1,310000500213044,67455566X,分公司,专业技术服务业,上海市工商行政管理局,2776-74-08,,分公司,,,,,2008-04-15,
爱迪士（上海）室内空气技术有限公司,爱迪士（上海）室内空气技术有限公司,260万美元,STANISLAS LACROIX,0996-02-29,存续,021-51696116,may.fang@aldeschina.com,上海市嘉定区南翔镇翔江公路965弄38号7幢,91310000607400940W,91310000607400940W,310000400209105,607400940,有限责任公司（外国法人独资）,通用设备制造业,上海市工商行政管理局,0996-02-29,,有限责任公司（外国法人独资）,法国爱迪士空气技术有限公司,,,,1998-12-29,
安钿贸易（上海）有限公司,安钿贸易（上海）有限公司,15万美元,董健军,2771-78-37,存续,021-38938580,yiyi.tang@onity.com,中国（上海）自由贸易试验区商城路1287号1幢三层322B室,91310115787872928B,91310115787872928B,310115400198327,787872928,有限责任公司（台港澳法人独资）,批发业,自贸区市场监督管理局,2771-78-37,,有限责任公司（台港澳法人独资）,联合技术远东有限公司,,,,2006-05-30,
安徽阶梯咨询设计有限公司温州分公司,安徽阶梯咨询设计有限公司温州分公司,-,季苏达,2703-73-00,,暂无信息,暂无信息,温州经济技术开发区雁荡西路100号2幢405室,-,-,330303000102920,-,有限责任公司分公司(自然人投资或控股),商务服务业,温州市龙湾区市场监督管理局,2703-73-00,,有限责任公司分公司(自然人投资或控股),,,,,2013-03-11,
安徽新视野门窗幕墙工程有限公司,安徽新视野门窗幕墙工程有限公司,10020万人民币,陈红艳,2778-76-29,存续,0551-66392799,ahxsyhr@163.com,,913401217790695375,913401217790695375,340121000001809,779069537,有限责任公司(自然人投资或控股),家具制造业,长丰县市场监督管理局,2778-76-29,,有限责任公司(自然人投资或控股),陈红艳,,,,2005-08-29,
安徕德（上海）建筑设计工程有限公司,安徕德（上海）建筑设计工程有限公司,15万美元,TRUDDY ZHENG,2704-72-26,存续,021-64339320,grace.wang@aai-arch.com,中国（上海）自由贸易试验区富特北路211号302部位368室,91310000088624749H,91310000088624749H,310141400004488,088624749,有限责任公司（外国法人独资）,建筑装饰和其他建筑业,上海市工商行政管理局,2704-72-26,,有限责任公司（外国法人独资）,ALLIED ARCHITECTS INTERNATIONAL （CANADA）,INC.,,,,2014-02-28,
奥的斯电梯（中国）有限公司,奥的斯电梯（中国）有限公司,29876.364万人民币,曹立志,2778-02-04,存续,28101000,chenchen.hou@otis.com,天津经济技术开发区第九大街71号,911201167803498783,911201167803498783,120000400078397,780349878,有限责任公司(中外合资),批发业,天津市滨海新区市场和质量监督管理局,2778-02-04,,有限责任公司(中外合资),奥的斯电梯（中国）投资有限公司,,,,2005-12-14,
